timestamp,component_id,discharge_pressure_psi,suction_pressure_psi,flow_rate_m3_h,bearing_temperature_c,vibration_rms_mm_s,motor_current_amps,reactor_inlet_pressure_psi,reactor_bed_temp_c,sv402_relief_valve_status,lube_oil_pressure_bar,status_indicator
2026-09-05 17:05:00,P-101A,101.85,19.81,381.05,67.44,2.356,178.5,93.35,397.3,CLOSED,3.46,NOMINAL
2026-09-05 17:10:00,P-101A,101.27,19.74,378.69,67.43,2.437,177.2,92.77,397.2,CLOSED,3.33,NOMINAL
2026-09-05 17:15:00,P-101A,102.42,19.76,374.81,67.44,2.451,176.1,93.92,397.3,CLOSED,3.47,NOMINAL
2026-09-05 17:20:00,P-101A,102.11,20.27,380.21,67.07,2.298,175.1,93.61,397.2,CLOSED,3.33,NOMINAL
2026-09-05 17:25:00,P-101A,102.93,20.13,375.25,67.52,2.434,174.2,94.43,398.0,CLOSED,3.32,NOMINAL
2026-09-05 17:30:00,P-101A,102.65,20.0,374.15,67.32,2.375,173.7,94.15,398.0,CLOSED,3.42,NOMINAL
2026-09-05 17:35:00,P-101A,101.44,20.32,377.57,67.54,2.252,176.5,92.94,398.8,CLOSED,3.32,NOMINAL
2026-09-05 17:40:00,P-101A,101.73,20.36,375.93,67.31,2.299,176.0,93.23,398.5,CLOSED,3.31,NOMINAL
2026-09-05 17:45:00,P-101A,103.72,19.23,375.72,67.33,2.367,176.3,95.22,397.6,CLOSED,3.36,NOMINAL
2026-09-05 17:50:00,P-101A,102.75,20.13,378.46,67.11,2.253,176.8,94.25,397.4,CLOSED,3.4,NOMINAL
2026-09-05 17:55:00,P-101A,103.72,20.19,377.64,67.02,2.5,174.5,95.22,398.6,CLOSED,3.37,NOMINAL
2026-09-05 18:00:00,P-101A,101.96,19.91,379.58,67.4,2.316,175.4,93.46,399.0,CLOSED,3.36,NOMINAL
2026-09-05 18:05:00,P-101A,104.46,19.26,376.97,67.4,2.431,177.5,95.96,398.0,CLOSED,3.33,NOMINAL
2026-09-05 18:10:00,P-101A,102.95,19.73,377.32,67.45,2.331,174.7,94.45,398.4,CLOSED,3.36,NOMINAL
2026-09-05 18:15:00,P-101A,104.31,19.57,374.77,67.01,2.487,173.9,95.81,397.4,CLOSED,3.42,NOMINAL
2026-09-05 18:20:00,P-101A,103.71,19.66,376.74,67.28,2.479,173.9,95.21,398.8,CLOSED,3.48,NOMINAL
2026-09-05 18:25:00,P-101A,104.52,20.22,379.63,67.1,2.257,178.3,96.02,397.7,CLOSED,3.33,NOMINAL
2026-09-05 18:30:00,P-101A,104.4,20.31,377.73,66.72,2.321,177.6,95.9,397.8,CLOSED,3.3,NOMINAL
2026-09-05 18:35:00,P-101A,104.46,20.35,379.69,67.18,2.239,173.6,95.96,398.5,CLOSED,3.37,NOMINAL
2026-09-05 18:40:00,P-101A,103.02,19.66,380.77,66.7,2.257,177.3,94.52,398.8,CLOSED,3.47,NOMINAL
2026-09-05 18:45:00,P-101A,104.58,20.34,375.44,67.34,2.34,175.8,96.08,398.5,CLOSED,3.34,NOMINAL
2026-09-05 18:50:00,P-101A,103.46,20.03,377.54,67.39,2.254,177.9,94.96,397.8,CLOSED,3.36,NOMINAL
2026-09-05 18:55:00,P-101A,104.9,20.15,375.93,66.91,2.42,174.2,96.4,398.5,CLOSED,3.36,NOMINAL
2026-09-05 19:00:00,P-101A,104.93,19.86,379.13,66.92,2.499,176.2,96.43,398.2,CLOSED,3.37,NOMINAL
2026-09-05 19:05:00,P-101A,105.15,19.89,375.44,67.13,2.253,174.2,96.65,397.6,CLOSED,3.41,NOMINAL
2026-09-05 19:10:00,P-101A,105.68,19.94,375.15,66.75,2.353,174.0,97.18,398.1,CLOSED,3.44,NOMINAL
2026-09-05 19:15:00,P-101A,104.78,20.02,377.59,67.13,2.21,174.4,96.28,397.3,CLOSED,3.46,NOMINAL
2026-09-05 19:20:00,P-101A,105.34,19.75,381.03,67.28,2.278,176.0,96.84,397.5,CLOSED,3.31,NOMINAL
2026-09-05 19:25:00,P-101A,105.57,20.01,375.53,66.87,2.287,174.9,97.07,399.0,CLOSED,3.39,NOMINAL
2026-09-05 19:30:00,P-101A,105.63,19.4,379.94,66.96,2.392,177.1,97.13,397.8,CLOSED,3.31,NOMINAL
2026-09-05 19:35:00,P-101A,105.27,20.02,378.85,67.15,2.419,177.6,96.77,398.1,CLOSED,3.43,NOMINAL
2026-09-05 19:40:00,P-101A,105.01,19.41,377.08,67.22,2.413,175.1,96.51,398.7,CLOSED,3.44,NOMINAL
2026-09-05 19:45:00,P-101A,105.73,19.42,375.06,67.24,2.285,174.3,97.23,398.0,CLOSED,3.31,NOMINAL
2026-09-05 19:50:00,P-101A,105.47,20.23,377.85,67.42,2.346,173.6,96.97,399.0,CLOSED,3.45,NOMINAL
2026-09-05 19:55:00,P-101A,105.1,19.55,375.03,67.28,2.212,178.1,96.6,398.3,CLOSED,3.41,NOMINAL
2026-09-05 20:00:00,P-101A,106.8,20.16,379.09,66.91,2.339,175.9,98.3,398.9,CLOSED,3.42,NOMINAL
2026-09-05 20:05:00,P-101A,105.7,19.29,376.38,67.41,2.358,176.5,97.2,397.9,CLOSED,3.39,NOMINAL
2026-09-05 20:10:00,P-101A,107.14,20.4,376.79,67.12,2.303,175.4,98.64,398.0,CLOSED,3.33,NOMINAL
2026-09-05 20:15:00,P-101A,106.92,19.78,381.86,67.27,2.249,174.1,98.42,397.1,CLOSED,3.49,NOMINAL
2026-09-05 20:20:00,P-101A,106.76,20.3,377.22,67.18,2.205,173.5,98.26,397.6,CLOSED,3.31,NOMINAL
2026-09-05 20:25:00,P-101A,107.84,20.27,374.68,67.69,2.457,177.5,99.34,399.0,CLOSED,3.47,NOMINAL
2026-09-05 20:30:00,P-101A,106.28,20.18,381.61,67.52,2.324,174.4,97.78,398.6,CLOSED,3.41,NOMINAL
2026-09-05 20:35:00,P-101A,106.38,20.36,375.14,67.43,2.379,175.2,97.88,398.5,CLOSED,3.4,NOMINAL
2026-09-05 20:40:00,P-101A,106.59,19.31,374.1,67.62,2.478,177.3,98.09,398.6,CLOSED,3.34,NOMINAL
2026-09-05 20:45:00,P-101A,106.28,20.36,374.58,67.67,2.208,177.8,97.78,398.1,CLOSED,3.48,NOMINAL
2026-09-05 20:50:00,P-101A,105.79,19.68,381.94,67.23,2.311,177.8,97.29,397.7,CLOSED,3.45,NOMINAL
2026-09-05 20:55:00,P-101A,106.64,19.85,381.52,67.59,2.237,178.0,98.14,397.1,CLOSED,3.33,NOMINAL
2026-09-05 21:00:00,P-101A,107.36,19.21,376.07,67.71,2.218,176.9,98.86,397.9,CLOSED,3.35,NOMINAL
2026-09-05 21:05:00,P-101A,106.17,20.38,379.36,67.53,2.366,173.8,97.67,397.6,CLOSED,3.38,NOMINAL
2026-09-05 21:10:00,P-101A,106.98,19.72,377.71,67.44,2.271,177.6,98.48,397.1,CLOSED,3.35,NOMINAL
2026-09-05 21:15:00,P-101A,105.91,19.96,378.57,67.5,2.374,174.6,97.41,397.2,CLOSED,3.34,NOMINAL
2026-09-05 21:20:00,P-101A,106.59,20.13,380.28,67.72,2.262,173.7,98.09,398.6,CLOSED,3.32,NOMINAL
2026-09-05 21:25:00,P-101A,108.16,19.41,380.93,67.88,2.204,176.8,99.66,397.5,CLOSED,3.47,NOMINAL
2026-09-05 21:30:00,P-101A,107.95,19.96,376.84,67.67,2.226,174.6,99.45,397.3,CLOSED,3.3,NOMINAL
2026-09-05 21:35:00,P-101A,105.85,20.3,380.63,67.98,2.422,177.4,97.35,398.6,CLOSED,3.5,NOMINAL
2026-09-05 21:40:00,P-101A,106.3,19.92,377.59,67.7,2.479,177.4,97.8,397.9,CLOSED,3.48,NOMINAL
2026-09-05 21:45:00,P-101A,107.75,19.68,375.3,68.29,2.48,175.8,99.25,397.9,CLOSED,3.35,NOMINAL
2026-09-05 21:50:00,P-101A,107.47,19.81,381.78,68.45,2.455,177.4,98.97,397.2,CLOSED,3.4,NOMINAL
2026-09-05 21:55:00,P-101A,107.57,19.32,378.3,67.93,2.491,176.9,99.07,398.6,CLOSED,3.4,NOMINAL
2026-09-05 22:00:00,P-101A,106.69,20.35,377.35,67.89,2.218,174.6,98.19,399.0,CLOSED,3.44,NOMINAL
2026-09-05 22:05:00,P-101A,106.02,19.37,381.81,67.86,2.254,177.3,97.52,398.4,CLOSED,3.3,NOMINAL
2026-09-05 22:10:00,P-101A,106.8,19.69,376.62,68.38,2.291,178.5,98.3,397.2,CLOSED,3.32,NOMINAL
2026-09-05 22:15:00,P-101A,105.94,19.85,377.37,68.38,2.216,178.4,97.44,397.3,CLOSED,3.48,NOMINAL
2026-09-05 22:20:00,P-101A,105.65,19.78,374.07,68.41,2.427,173.6,97.15,398.4,CLOSED,3.32,NOMINAL
2026-09-05 22:25:00,P-101A,107.12,19.58,380.58,68.7,2.283,176.7,98.62,397.4,CLOSED,3.4,NOMINAL
2026-09-05 22:30:00,P-101A,105.88,19.57,375.51,68.52,2.454,173.6,97.38,398.8,CLOSED,3.34,NOMINAL
2026-09-05 22:35:00,P-101A,107.11,20.22,380.24,68.93,2.468,173.9,98.61,399.0,CLOSED,3.43,NOMINAL
2026-09-05 22:40:00,P-101A,107.04,20.1,375.01,68.76,2.436,174.2,98.54,397.4,CLOSED,3.42,NOMINAL
2026-09-05 22:45:00,P-101A,105.83,19.83,381.75,68.41,2.393,177.9,97.33,399.0,CLOSED,3.34,NOMINAL
2026-09-05 22:50:00,P-101A,106.4,19.25,381.86,69.01,2.464,173.7,97.9,398.3,CLOSED,3.49,NOMINAL
2026-09-05 22:55:00,P-101A,105.61,19.92,381.97,68.57,2.347,175.7,97.11,397.2,CLOSED,3.42,NOMINAL
2026-09-05 23:00:00,P-101A,105.86,20.26,380.42,69.05,2.308,176.9,97.36,398.7,CLOSED,3.37,NOMINAL
2026-09-05 23:05:00,P-101A,105.31,19.93,379.5,68.81,2.38,176.4,96.81,397.6,CLOSED,3.37,NOMINAL
2026-09-05 23:10:00,P-101A,105.59,19.33,379.64,68.64,2.276,174.3,97.09,398.3,CLOSED,3.39,NOMINAL
2026-09-05 23:15:00,P-101A,103.94,19.87,381.16,69.24,2.376,178.3,95.44,399.0,CLOSED,3.35,NOMINAL
2026-09-05 23:20:00,P-101A,104.52,20.19,378.41,69.08,2.229,175.2,96.02,397.9,CLOSED,3.35,NOMINAL
2026-09-05 23:25:00,P-101A,103.99,19.59,377.18,68.89,2.456,178.5,95.49,398.2,CLOSED,3.4,NOMINAL
2026-09-05 23:30:00,P-101A,105.18,19.25,376.35,68.76,2.274,173.9,96.68,397.4,CLOSED,3.38,NOMINAL
2026-09-05 23:35:00,P-101A,103.85,19.96,381.47,69.02,2.27,176.8,95.35,398.7,CLOSED,3.47,NOMINAL
2026-09-05 23:40:00,P-101A,103.89,19.99,379.23,69.13,2.442,174.1,95.39,398.3,CLOSED,3.34,NOMINAL
2026-09-05 23:45:00,P-101A,104.89,20.18,377.25,68.97,2.362,176.2,96.39,397.0,CLOSED,3.37,NOMINAL
2026-09-05 23:50:00,P-101A,103.26,20.2,380.22,68.95,2.286,173.8,94.76,397.0,CLOSED,3.34,NOMINAL
2026-09-05 23:55:00,P-101A,103.65,19.54,381.82,69.4,2.237,174.7,95.15,397.4,CLOSED,3.31,NOMINAL
2026-09-06 00:00:00,P-101A,104.48,19.34,374.34,69.5,2.44,177.7,95.98,397.7,CLOSED,3.41,NOMINAL
2026-09-06 00:05:00,P-101A,103.68,19.89,381.79,69.37,2.292,177.2,95.18,397.9,CLOSED,3.45,NOMINAL
2026-09-06 00:10:00,P-101A,102.5,20.03,380.77,69.64,2.371,173.7,94.0,398.1,CLOSED,3.37,NOMINAL
2026-09-06 00:15:00,P-101A,103.16,19.87,376.52,69.56,2.335,176.5,94.66,398.9,CLOSED,3.45,NOMINAL
2026-09-06 00:20:00,P-101A,104.36,19.36,380.25,69.14,2.282,177.5,95.86,397.4,CLOSED,3.3,NOMINAL
2026-09-06 00:25:00,P-101A,103.33,20.28,375.73,69.06,2.43,175.9,94.83,397.3,CLOSED,3.4,NOMINAL
2026-09-06 00:30:00,P-101A,103.58,20.08,377.2,69.19,2.41,177.9,95.08,397.5,CLOSED,3.38,NOMINAL
2026-09-06 00:35:00,P-101A,102.46,19.65,379.32,69.39,2.434,176.6,93.96,398.4,CLOSED,3.33,NOMINAL
2026-09-06 00:40:00,P-101A,101.93,19.39,375.55,69.58,2.439,174.0,93.43,398.7,CLOSED,3.4,NOMINAL
2026-09-06 00:45:00,P-101A,102.03,20.3,379.89,69.52,2.44,177.8,93.53,398.6,CLOSED,3.37,NOMINAL
2026-09-06 00:50:00,P-101A,101.8,19.77,379.77,69.47,2.341,176.0,93.3,398.0,CLOSED,3.37,NOMINAL
2026-09-06 00:55:00,P-101A,103.36,19.38,376.77,69.36,2.28,177.1,94.86,398.0,CLOSED,3.42,NOMINAL
2026-09-06 01:00:00,P-101A,101.61,19.29,374.94,69.68,2.472,174.1,93.11,397.6,CLOSED,3.32,NOMINAL
2026-09-06 01:05:00,P-101A,103.37,19.32,374.85,69.1,2.437,177.6,94.87,398.0,CLOSED,3.5,NOMINAL
2026-09-06 01:10:00,P-101A,102.75,19.82,376.4,69.55,2.41,176.4,94.25,398.7,CLOSED,3.45,NOMINAL
2026-09-06 01:15:00,P-101A,103.42,20.36,375.59,69.79,2.31,175.6,94.92,398.4,CLOSED,3.49,NOMINAL
2026-09-06 01:20:00,P-101A,103.1,19.27,379.43,69.7,2.471,175.5,94.6,397.5,CLOSED,3.31,NOMINAL
2026-09-06 01:25:00,P-101A,101.03,20.14,381.68,69.28,2.349,176.7,92.53,398.9,CLOSED,3.3,NOMINAL
2026-09-06 01:30:00,P-101A,103.17,19.37,374.0,69.31,2.426,178.3,94.67,397.9,CLOSED,3.36,NOMINAL
2026-09-06 01:35:00,P-101A,100.9,20.06,377.14,69.61,2.323,176.7,92.4,399.0,CLOSED,3.5,NOMINAL
2026-09-06 01:40:00,P-101A,102.76,20.08,380.72,69.03,2.327,176.7,94.26,398.1,CLOSED,3.33,NOMINAL
2026-09-06 01:45:00,P-101A,102.19,19.96,380.65,69.22,2.496,175.3,93.69,397.8,CLOSED,3.34,NOMINAL
2026-09-06 01:50:00,P-101A,102.2,20.38,375.34,69.03,2.391,177.2,93.7,398.1,CLOSED,3.42,NOMINAL
2026-09-06 01:55:00,P-101A,102.18,20.1,378.18,69.55,2.265,174.9,93.68,397.6,CLOSED,3.34,NOMINAL
2026-09-06 02:00:00,P-101A,102.09,20.36,378.67,69.67,2.393,176.6,93.59,397.8,CLOSED,3.32,NOMINAL
2026-09-06 02:05:00,P-101A,102.22,20.31,381.24,69.11,2.418,177.8,93.72,397.7,CLOSED,3.33,NOMINAL
2026-09-06 02:10:00,P-101A,102.95,20.38,377.68,69.09,2.445,175.2,94.45,398.4,CLOSED,3.45,NOMINAL
2026-09-06 02:15:00,P-101A,102.6,19.4,376.93,69.46,2.413,174.9,94.1,397.0,CLOSED,3.38,NOMINAL
2026-09-06 02:20:00,P-101A,102.19,19.81,375.07,69.46,2.241,174.8,93.69,398.1,CLOSED,3.33,NOMINAL
2026-09-06 02:25:00,P-101A,101.53,20.07,381.93,68.96,2.435,176.8,93.03,398.5,CLOSED,3.49,NOMINAL
2026-09-06 02:30:00,P-101A,101.96,20.0,381.88,68.88,2.474,176.3,93.46,397.3,CLOSED,3.3,NOMINAL
2026-09-06 02:35:00,P-101A,101.31,19.42,380.2,69.26,2.418,176.1,92.81,398.8,CLOSED,3.38,NOMINAL
2026-09-06 02:40:00,P-101A,101.2,19.4,374.69,69.2,2.429,177.6,92.7,397.3,CLOSED,3.43,NOMINAL
2026-09-06 02:45:00,P-101A,102.97,20.06,379.04,69.08,2.309,174.0,94.47,398.1,CLOSED,3.45,NOMINAL
2026-09-06 02:50:00,P-101A,101.98,19.88,377.98,69.03,2.418,174.6,93.48,398.3,CLOSED,3.37,NOMINAL
2026-09-06 02:55:00,P-101A,101.49,19.88,379.1,68.59,2.401,175.6,92.99,398.6,CLOSED,3.41,NOMINAL
2026-09-06 03:00:00,P-101A,102.53,19.59,381.57,68.79,2.222,173.6,94.03,397.2,CLOSED,3.44,NOMINAL
2026-09-06 03:05:00,P-101A,103.31,19.21,378.99,69.08,2.48,176.4,94.81,397.0,CLOSED,3.43,NOMINAL
2026-09-06 03:10:00,P-101A,103.07,20.01,376.65,69.18,2.405,174.6,94.57,398.3,CLOSED,3.47,NOMINAL
2026-09-06 03:15:00,P-101A,102.61,19.41,378.65,68.43,2.376,174.4,94.11,397.5,CLOSED,3.48,NOMINAL
2026-09-06 03:20:00,P-101A,103.06,20.15,379.43,68.9,2.484,176.3,94.56,398.3,CLOSED,3.35,NOMINAL
2026-09-06 03:25:00,P-101A,102.86,19.6,379.23,69.04,2.489,177.9,94.36,397.0,CLOSED,3.3,NOMINAL
2026-09-06 03:30:00,P-101A,103.85,19.82,379.55,68.94,2.377,174.0,95.35,398.7,CLOSED,3.31,NOMINAL
2026-09-06 03:35:00,P-101A,103.31,19.95,377.05,68.48,2.46,177.4,94.81,398.0,CLOSED,3.32,NOMINAL
2026-09-06 03:40:00,P-101A,102.79,19.5,376.92,68.34,2.38,176.2,94.29,398.8,CLOSED,3.31,NOMINAL
2026-09-06 03:45:00,P-101A,103.44,19.84,375.07,68.14,2.352,174.3,94.94,398.9,CLOSED,3.42,NOMINAL
2026-09-06 03:50:00,P-101A,104.31,19.61,377.9,68.38,2.221,175.2,95.81,397.5,CLOSED,3.33,NOMINAL
2026-09-06 03:55:00,P-101A,103.2,20.26,378.03,68.14,2.436,176.9,94.7,397.1,CLOSED,3.31,NOMINAL
2026-09-06 04:00:00,P-101A,103.36,19.72,378.23,68.76,2.423,174.5,94.86,398.8,CLOSED,3.5,NOMINAL
2026-09-06 04:05:00,P-101A,103.31,19.26,376.4,68.39,2.467,176.4,94.81,398.7,CLOSED,3.37,NOMINAL
2026-09-06 04:10:00,P-101A,103.59,19.79,376.32,68.43,2.285,175.6,95.09,397.2,CLOSED,3.36,NOMINAL
2026-09-06 04:15:00,P-101A,104.01,19.65,375.54,68.58,2.349,173.7,95.51,397.3,CLOSED,3.36,NOMINAL
2026-09-06 04:20:00,P-101A,105.16,19.62,374.99,67.9,2.384,175.0,96.66,397.4,CLOSED,3.46,NOMINAL
2026-09-06 04:25:00,P-101A,104.48,20.23,376.83,68.19,2.389,175.8,95.98,398.6,CLOSED,3.41,NOMINAL
2026-09-06 04:30:00,P-101A,105.19,20.29,374.77,68.13,2.452,173.8,96.69,398.3,CLOSED,3.49,NOMINAL
2026-09-06 04:35:00,P-101A,105.1,20.32,381.44,68.34,2.254,177.9,96.6,398.8,CLOSED,3.38,NOMINAL
2026-09-06 04:40:00,P-101A,105.82,19.47,375.8,67.96,2.203,174.9,97.32,398.2,CLOSED,3.46,NOMINAL
2026-09-06 04:45:00,P-101A,105.54,19.78,379.31,67.94,2.478,175.9,97.04,397.7,CLOSED,3.41,NOMINAL
2026-09-06 04:50:00,P-101A,104.39,19.76,380.02,67.81,2.43,174.6,95.89,398.9,CLOSED,3.34,NOMINAL
2026-09-06 04:55:00,P-101A,106.46,19.31,375.39,68.11,2.424,178.4,97.96,398.3,CLOSED,3.43,NOMINAL
2026-09-06 05:00:00,P-101A,105.38,19.29,381.19,67.41,2.373,176.6,96.88,397.1,CLOSED,3.46,NOMINAL
2026-09-06 05:05:00,P-101A,104.89,19.68,376.04,67.35,2.303,174.8,96.39,397.5,CLOSED,3.36,NOMINAL
2026-09-06 05:10:00,P-101A,105.53,19.38,380.8,67.65,2.374,176.4,97.03,397.7,CLOSED,3.48,NOMINAL
2026-09-06 05:15:00,P-101A,106.88,19.9,380.14,67.46,2.406,174.7,98.38,397.2,CLOSED,3.38,NOMINAL
2026-09-06 05:20:00,P-101A,105.82,20.13,380.61,67.73,2.421,174.7,97.32,398.3,CLOSED,3.37,NOMINAL
2026-09-06 05:25:00,P-101A,105.19,19.61,376.25,67.81,2.356,174.4,96.69,397.7,CLOSED,3.31,NOMINAL
2026-09-06 05:30:00,P-101A,105.23,20.26,379.13,67.12,2.413,177.2,96.73,398.0,CLOSED,3.3,NOMINAL
2026-09-06 05:35:00,P-101A,107.24,19.97,376.58,67.63,2.453,178.2,98.74,398.9,CLOSED,3.34,NOMINAL
2026-09-06 05:40:00,P-101A,105.48,20.21,376.75,67.33,2.48,174.1,96.98,397.8,CLOSED,3.34,NOMINAL
2026-09-06 05:45:00,P-101A,106.99,20.13,376.11,67.25,2.349,175.4,98.49,397.6,CLOSED,3.37,NOMINAL
2026-09-06 05:50:00,P-101A,107.06,20.29,376.22,66.98,2.427,174.4,98.56,397.2,CLOSED,3.46,NOMINAL
2026-09-06 05:55:00,P-101A,106.47,19.27,378.64,67.6,2.49,175.3,97.97,398.4,CLOSED,3.37,NOMINAL
2026-09-06 06:00:00,P-101A,107.6,19.64,378.11,67.26,2.357,175.7,99.1,397.4,CLOSED,3.37,NOMINAL
2026-09-06 06:05:00,P-101A,105.92,19.96,377.83,66.95,2.406,174.4,97.42,398.1,CLOSED,3.4,NOMINAL
2026-09-06 06:10:00,P-101A,107.51,19.21,376.43,67.28,2.368,177.8,99.01,398.9,CLOSED,3.45,NOMINAL
2026-09-06 06:15:00,P-101A,106.39,19.63,379.74,67.33,2.208,176.0,97.89,398.7,CLOSED,3.31,NOMINAL
2026-09-06 06:20:00,P-101A,106.82,19.95,380.65,66.91,2.303,177.8,98.32,398.4,CLOSED,3.46,NOMINAL
2026-09-06 06:25:00,P-101A,106.98,19.92,374.03,66.78,2.428,175.3,98.48,398.9,CLOSED,3.36,NOMINAL
2026-09-06 06:30:00,P-101A,106.48,20.29,376.81,66.97,2.49,176.4,97.98,398.2,CLOSED,3.3,NOMINAL
2026-09-06 06:35:00,P-101A,107.25,19.57,374.07,67.5,2.402,175.1,98.75,399.0,CLOSED,3.3,NOMINAL
2026-09-06 06:40:00,P-101A,107.14,19.57,381.47,66.74,2.494,173.9,98.64,397.1,CLOSED,3.37,NOMINAL
2026-09-06 06:45:00,P-101A,107.53,20.3,380.84,67.15,2.485,177.3,99.03,398.6,CLOSED,3.47,NOMINAL
2026-09-06 06:50:00,P-101A,106.43,19.61,376.3,67.25,2.433,176.5,97.93,397.5,CLOSED,3.5,NOMINAL
2026-09-06 06:55:00,P-101A,105.95,19.4,380.5,66.99,2.318,174.2,97.45,397.4,CLOSED,3.37,NOMINAL
2026-09-06 07:00:00,P-101A,107.51,20.34,380.33,66.68,2.498,176.1,99.01,398.1,CLOSED,3.34,NOMINAL
2026-09-06 07:05:00,P-101A,106.09,20.13,377.68,66.94,2.303,174.3,97.59,397.0,CLOSED,3.39,NOMINAL
2026-09-06 07:10:00,P-101A,107.61,19.74,380.43,66.87,2.412,178.1,99.11,398.6,CLOSED,3.49,NOMINAL
2026-09-06 07:15:00,P-101A,107.15,19.37,374.98,67.29,2.244,174.2,98.65,397.3,CLOSED,3.42,NOMINAL
2026-09-06 07:20:00,P-101A,106.93,20.03,379.27,67.08,2.288,176.9,98.43,397.5,CLOSED,3.41,NOMINAL
2026-09-06 07:25:00,P-101A,106.02,19.49,380.2,66.92,2.44,175.9,97.52,399.0,CLOSED,3.44,NOMINAL
2026-09-06 07:30:00,P-101A,107.18,19.21,377.66,67.06,2.37,176.8,98.68,398.8,CLOSED,3.35,NOMINAL
2026-09-06 07:35:00,P-101A,105.7,20.3,375.58,66.66,2.283,176.2,97.2,398.0,CLOSED,3.3,NOMINAL
2026-09-06 07:40:00,P-101A,107.01,19.56,381.86,66.84,2.252,177.0,98.51,397.6,CLOSED,3.39,NOMINAL
2026-09-06 07:45:00,P-101A,105.38,19.44,379.0,67.11,2.305,174.5,96.88,397.4,CLOSED,3.32,NOMINAL
2026-09-06 07:50:00,P-101A,105.66,20.1,380.92,66.85,2.318,177.4,97.16,397.9,CLOSED,3.49,NOMINAL
2026-09-06 07:55:00,P-101A,106.97,19.55,377.14,67.28,2.251,174.3,98.47,397.3,CLOSED,3.36,NOMINAL
2026-09-06 08:00:00,P-101A,107.04,20.39,378.77,67.44,2.331,174.0,98.54,398.2,CLOSED,3.41,NOMINAL
2026-09-06 08:05:00,P-101A,106.69,19.66,376.17,67.32,2.376,175.3,98.19,397.7,CLOSED,3.38,NOMINAL
2026-09-06 08:10:00,P-101A,105.41,19.82,379.43,66.71,2.44,174.3,96.91,397.4,CLOSED,3.38,NOMINAL
2026-09-06 08:15:00,P-101A,106.49,19.94,380.08,66.85,2.282,177.0,97.99,397.2,CLOSED,3.42,NOMINAL
2026-09-06 08:20:00,P-101A,104.36,19.97,376.1,67.19,2.27,174.5,95.86,397.3,CLOSED,3.38,NOMINAL
2026-09-06 08:25:00,P-101A,106.11,19.4,375.91,67.11,2.358,175.4,97.61,397.9,CLOSED,3.34,NOMINAL
2026-09-06 08:30:00,P-101A,104.62,19.66,378.18,67.39,2.276,177.9,96.12,397.8,CLOSED,3.39,NOMINAL
2026-09-06 08:35:00,P-101A,104.0,20.13,377.04,67.03,2.431,175.5,95.5,398.2,CLOSED,3.46,NOMINAL
2026-09-06 08:40:00,P-101A,104.43,19.6,375.72,67.44,2.292,174.2,95.93,397.3,CLOSED,3.39,NOMINAL
2026-09-06 08:45:00,P-101A,104.52,19.62,376.98,67.42,2.253,174.6,96.02,398.1,CLOSED,3.32,NOMINAL
2026-09-06 08:50:00,P-101A,103.99,20.0,379.0,67.52,2.498,176.8,95.49,397.3,CLOSED,3.35,NOMINAL
2026-09-06 08:55:00,P-101A,103.52,19.37,374.05,67.36,2.254,175.3,95.02,397.0,CLOSED,3.33,NOMINAL
2026-09-06 09:00:00,P-101A,105.02,20.0,374.72,66.99,2.475,174.1,96.52,398.5,CLOSED,3.4,NOMINAL
2026-09-06 09:05:00,P-101A,103.91,19.49,380.01,67.52,2.2,176.8,95.41,398.4,CLOSED,3.38,NOMINAL
2026-09-06 09:10:00,P-101A,104.69,19.46,378.92,67.54,2.272,173.5,96.19,398.9,CLOSED,3.48,NOMINAL
2026-09-06 09:15:00,P-101A,104.71,19.35,377.86,67.55,2.251,176.4,96.21,398.8,CLOSED,3.34,NOMINAL
2026-09-06 09:20:00,P-101A,105.09,19.72,378.78,67.28,2.252,177.5,96.59,397.1,CLOSED,3.48,NOMINAL
2026-09-06 09:25:00,P-101A,104.37,19.75,376.41,67.35,2.347,173.9,95.87,397.1,CLOSED,3.46,NOMINAL
2026-09-06 09:30:00,P-101A,103.96,19.51,377.21,67.82,2.363,174.6,95.46,397.8,CLOSED,3.35,NOMINAL
2026-09-06 09:35:00,P-101A,102.81,19.74,378.46,67.26,2.242,174.6,94.31,397.8,CLOSED,3.36,NOMINAL
2026-09-06 09:40:00,P-101A,102.67,19.49,374.98,67.47,2.442,174.0,94.17,398.6,CLOSED,3.47,NOMINAL
2026-09-06 09:45:00,P-101A,103.55,20.34,379.73,67.47,2.342,175.2,95.05,398.7,CLOSED,3.3,NOMINAL
2026-09-06 09:50:00,P-101A,103.12,19.38,377.1,67.89,2.277,177.3,94.62,398.4,CLOSED,3.36,NOMINAL
2026-09-06 09:55:00,P-101A,102.55,20.09,377.45,68.02,2.409,177.5,94.05,397.2,CLOSED,3.35,NOMINAL
2026-09-06 10:00:00,P-101A,103.11,19.88,377.41,67.54,2.335,175.6,94.61,398.8,CLOSED,3.47,NOMINAL
2026-09-06 10:05:00,P-101A,103.73,19.48,376.84,68.13,2.204,175.6,95.23,398.1,CLOSED,3.31,NOMINAL
2026-09-06 10:10:00,P-101A,102.23,19.25,380.64,67.71,2.476,177.5,93.73,398.0,CLOSED,3.4,NOMINAL
2026-09-06 10:15:00,P-101A,103.12,19.56,377.82,68.33,2.418,175.5,94.62,398.3,CLOSED,3.36,NOMINAL
